Nazwa dewelopera,Forma prawna dewelopera,Numer KRS,Nr wpisu do CEIDG,NIP,Nr REGON,Nr telefonu,Adres poczty elektronicznej,Adres strony internetowej dewelopera,Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,"Województwo adresu lokalu, w którym prowadzona jest sprzedaż","Powiat adresu lokalu, w którym prowadzona jest sprzedaż","Gmina adresu lokalu, w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu, w którym prowadzona jest sprzedaż","Ulica adresu lokalu, w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu, w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu, w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu, w którym prowadzona jest sprzedaż","Dodatkowe lokalizacje, w których prowadzona jest sprzedaż",Sposób kontaktu nabywcy z deweloperem,Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,"Rodzaj nieruchomości: lokal mieszkalny, dom jednorodzinny",Nr lokalu lub domu jednorodzinnego nadany przez dewelopera,Cena m 2 powierzchni użytkowej lokalu mieszkalnego / domu jednorodzinnego [zł],Cena lokalu mieszkalnego lub domu jednorodzinnego będących przedmiotem umowy stanowiąca iloczyn ceny m2 oraz powierzchni [zł],"Cena lokalu mieszkalnego lub domu jednorodzinnego uwzględniająca cenę lokalu stanowiącą iloczyn powierzchni oraz metrażu i innych składowych ceny, o których mowa w art. 19a ust. 1 pkt 1), 2) lub 3) [zł]",Rodzaj części nieruchomości będących przedmiotem umowy,Oznaczenie części nieruchomości nadane przez dewelopera,"Cena części nieruchomości, będących przedmiotem umowy [zł]","Rodzaj pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali","Oznaczenie pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali","Wyszczególnienie cen pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali [zł]",Wyszczególnienie praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego,Wartość praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego [zł],"Wyszczególnienie rodzajów innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność","Wartość innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność [zł]","Adres strony internetowej, pod którym dostępny jest prospekt informacyjny","Wyszczególnienie rodzajów części nieruchomości oraz pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali, które znajdują się w ofercie dewelopera i są wymagane do zakupu","Wyszczególnienie rodzajów części nieruchomości oraz pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali, które znajdują się w ofercie dewelopera i są opcjonalne do zakupu",Grupa lokali przynależnych,Data od której obowiązuje oferta,Data do której obowiązuje oferta,_hash
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,Lokal mieszkalny,MA033,28300,3356663,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,d05cff6db676ec64fdcec8f944026458f7f4231a27b30f9800683b1bfd07e236
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,Lokal mieszkalny,MA086,28300,2518417,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ee9a2fe58f7307230d88cbf7b7a4fee6b956ed6a594490578ff3a0ea9376745d
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Komórka lokatorska,K1,107240,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,59ef0f32dc779810d685eb436d01ec25de290904dee4f011c2edbcda904d6a46
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B8,21960,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,3b48175fcd1cd1030e61ab5a94576190bd6dbbe7f46cad7443c907704f7d1c43
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B9,23880,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,aaf94e306a0cba9cdeaf3640017755a4f65ad59d03a968bbcc439e2864dcc5b2
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B10,30360,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ef01e1d943b0df7a12c6cb6eed95c5b21790432e1809a93452f83a7d2611f8ae
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B13,22560,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,187fe7cd440b43cf49af0dfcc59b27d5fbd133836468122f6fd88da63d342313
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B14,21000,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,14ccd9bcaea0802dd2a9a567e52c2f0e0b65193198f32de7350126b2fca12e33
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B15,21480,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,afa071515746e544c97509003e08db700fc3c5f7f2cc2e0275d477963847eaeb
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Komórka lokatorska,K3,48020,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,b88b3ea7608704fed9a1ac3b598d9d2526899749b49ea59fdba2442283a7256d
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B16,34920,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,bab068ffb818bda388c2c11fedb4dd40ccc03fd9be3d89394985ece045ff26f5
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),1,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,5060e612b2291d7ef1ceaadc0b06c8bccafa3eca1ef43f43c1f555299c15ae45
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),2,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,8c61e4b51d2a60ae0831fab035eb93056543deb3f02f88f305861006f80ce204
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),3,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,d8bc030bcc61d947c7489e98f3eb1d10eae5175ad9a2c075453935b2bd8c7743
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),4,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ef2b065cb06f9d5f390663bba4273c3144010c8cb722c939e219e5794f105da5
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Komórka lokatorska,K8,32200,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,8c764deed90cd7425476b3abce2cc53c49b27bc37946b21748fdc7e92f86640e
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),5,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,fb98d0e3c4bc1c0a414be71c121c1f515dbb32e4b5eacc0546ec10acc5c45c50
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),6,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ef5e5607eb69cfc78098660cf5ed8283fd7d24d59975e9c3a55d45d3c235c4c4
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),7,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,e2d345e57cc0d3446180b07222cc89c79ca5962fd6b6ec93c07edd8d88a902fa
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Komórka lokatorska,K11,33320,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,75182ea129f0cc8c6cee7d47148683496424014953d7d56219a89b11a2e3e72f
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),8,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,25d9e15a75e8e5e66abd7ce51122b8ef5a123ec6b6e267663d8b9f5d284880d4
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Komórka lokatorska,K12,33320,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,693b4ac182dac698fd64c6239f18f6bf9db691cd554e4544102033e8219942d7
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),9,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,2f1a0743ee52dac6d6b1c1beb57e1ec992d93c4221bd1128425df64b9a36121e
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),10,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,1565b8a30824ccefa7862eb1f74f0cf94599bc5a2e4d0e07e7ee52d3647817f0
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),11,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ddd5168656aa700277091735e398a0ce71531e2cc929380febc254b9a1ed6f33
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),12,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,b8f5f7a4544e96a89fabfcd6ae2811f0f229419d6bcafd804903fa90e9b68bf9
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),13,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,ea7e963d8633b82b2953c9a182554752ddee26235267066c10f1b229cb8787d9
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),14,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,eac3da395e8a31dd9b59193c64401b2ae17aff0998ea4f381804c21b227646c0
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,Miejsce parkingowe (wewnętrzne),15,75000,X,X,X,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,944db7a04d7bea69ff324f0412bb738be8b711736d7886091e58d85f08899fed
GH Development 11 Sp. z o.o.,Spółka z ograniczoną odpowiedzialnością,957725,X,5272995442,521584897,"+48572634450, +48572836056",sprzedaz@aleken.pl,https://aleken.pl/,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,44,X,00-024,Mazowieckie,Warszawa,Warszawa,Warszawa,Al. Aleje Jerozolimskie,7,X,00-024,X,"Telefon, Email, Biuro sprzedaży, Strona www",Mazowieckie,Warszawa,Warszawa,Warszawa,ul. Indiry Gandhi,7,02-776,X,X,X,X,X,X,X,X,Boks rowerowy,B5,35760,X,X,X,X,X,X,X,X,2025-09-08 00:00:00+02:00,2025-09-20 23:59:59+02:00,109dd866accdcfe2bf630ca4d0d15dce7d616025bb4aa0145ee1a95983bc3063
